kodewil_susenaspre2022,total_cat,filled_susenas,filled_ski,empty_both,susenas_perc,ski_perc,sus_ski_rat,sus_ski_dev
5321,232,205,191,32,0.883620689655172,0.823275862068966,1.07329842931937,0.0603448275862069
5371,222,212,163,42,0.954954954954955,0.734234234234234,1.30061349693252,0.220720720720721
6101,263,258,255,1,0.980988593155893,0.96958174904943,1.01176470588235,0.0114068441064639
6102,231,199,206,33,0.861471861471862,0.891774891774892,0.966019417475728,-0.0303030303030303
6103,234,207,212,30,0.884615384615385,0.905982905982906,0.976415094339623,-0.0213675213675214
6104,264,260,254,0,0.984848484848485,0.962121212121212,1.02362204724409,0.0227272727272727
6105,259,252,231,5,0.972972972972973,0.891891891891892,1.09090909090909,0.0810810810810811
6106,260,254,238,4,0.976923076923077,0.915384615384615,1.0672268907563,0.0615384615384615
6107,258,242,235,6,0.937984496124031,0.910852713178295,1.02978723404255,0.0271317829457365
6108,244,204,230,20,0.836065573770492,0.942622950819672,0.886956521739131,-0.10655737704918
6109,234,199,202,30,0.85042735042735,0.863247863247863,0.985148514851485,-0.0128205128205129
6110,251,236,216,13,0.940239043824701,0.860557768924303,1.09259259259259,0.0796812749003984
6111,240,212,193,24,0.883333333333333,0.804166666666667,1.09844559585492,0.0791666666666666
6112,261,252,247,3,0.96551724137931,0.946360153256705,1.02024291497976,0.0191570881226054
6171,132,132,130,132,1,0.984848484848485,1.01538461538462,0.0151515151515151
6172,257,251,235,7,0.976653696498054,0.914396887159533,1.06808510638298,0.0622568093385214
6201,258,250,239,6,0.968992248062015,0.926356589147287,1.04602510460251,0.0426356589147287
6202,260,246,253,4,0.946153846153846,0.973076923076923,0.972332015810277,-0.0269230769230769
6203,263,257,244,1,0.977186311787072,0.927756653992395,1.05327868852459,0.0494296577946768
6204,254,242,238,10,0.952755905511811,0.937007874015748,1.01680672268908,0.015748031496063
6205,260,245,250,4,0.942307692307692,0.961538461538461,0.98,-0.0192307692307693
